C0017402,C0221036,C0232462
C0017402,C0023138,C0004134
C0017402,C1852529,C0241898
C0017402,C0013364,C0009806
C0017402,C0013364,C0011991
C0017402,C0023264,C0004134
C0017402,C0023264,C0026838
C0017402,C0023264,C0029089
C0017402,C0023264,C0036572
C0017402,C0020179,C0233565
C0017402,C0238378,C0010200
C0017402,C0238378,C0010520
C0017402,C0238378,C0476273
C0017402,C0033847,C0002962
C0017402,C1866294,C0009806
C0017402,C0035372,C0006625
C0017402,C0035372,C0009806
C0017402,C0035372,C0026838
C0017402,C0035372,C0036572
C0017402,C0035372,C0037317
C0017402,C0035372,C0427190
C0017402,C0035372,C0751837
C0017402,C0022595,C0036572
C0017402,C2936781,C0221170
C0017402,C2936781,C0234664
C0017402,C0394005,C0004134
C0017402,C0394005,C0234979
C0017402,C0162309,C0004134
C0017402,C0162309,C0026838
C0017402,C0162309,C0036572
C0017402,C0162309,C0221166
C0017402,C0162309,C0278134
C0017402,C0162309,C3665346
C0017402,C1863599,C0577655
C0017402,C0019562,C0042571
C0017402,C0751434,C0151908
C0018417,C0236100,C0033777
C0018417,C0236100,C0033778
C0018417,C0236100,C0042256
C0018417,C0236100,C0149741
C0018417,C0236100,C0235641
C0018417,C0236100,C0235642
C0018417,C0236100,C0235678
C0018417,C0236100,C0236080
C0018417,C0236100,C0236082
C0018417,C0236100,C0236083
C0018417,C0236100,C2607896
C0018417,C0013537,C0036572
C0018417,C0013537,C0036572
C0018417,C0235660,C0149741
C0027712,C1849438,C0476273
C0027712,C1832949,C0000737
C0027712,C1853153,C0004134
C0027712,C1857780,C0004134
C0027712,C0268149,C0231528
C0027712,C0268149,C0231528
C0027855,C0085084,C0004134
C0027855,C0085084,C0004134
C0027855,C0085084,C0015644
C0027855,C0030486,C0018991
C0027855,C0025289,C0025287
C0027855,C0494503,C0151786
C0027855,C0014544,C0036572
C0027855,C0014544,C4048158
C0027855,C0014544,C0036572
C0027855,C0014544,C0036572
C0027855,C0014544,C0036572
C0027855,C0014544,C0018681
C0027855,C0014544,C0036572
C0027855,C0014544,C0751056
C0027855,C0020255,C0036572
C0027855,C0234978,C0036572
C0027855,C0030567,C0040822
C0027855,C0030567,C0040822
C0027855,C4721453,C0030193
C0027855,C4721453,C0036396
C0027855,C4721453,C0235031
C0027855,C0262918,C0029089
C0027855,C0392702,C0231443
C0027855,C0392702,C0233565
C0027855,C0030554,C0028643
C0027855,C0030554,C0240646
C0027855,C0030554,C0240647
C0027855,C0030554,C0423571
C0027855,C0030554,C0677500
C0027855,C0030554,C2242996
C0027855,C0038454,C0036572
C0027855,C0027404,C0920289
C0027855,C0494475,C0036572
C0027855,C0040997,C0015468
C0027855,C0040997,C0030193
C0027855,C0040997,C0178782
C0027855,C0029221,C0683369
C0027855,C3280428,C0026838
C0027855,C3280428,C0036572
C0027855,C0085417,C0036572
C0027855,C0236118,C0036572
C0027855,C0030552,C0015672
C0027855,C0030552,C0024528
C0027855,C0030552,C0151786
C0027855,C0030552,C0231218
C0027855,C0030552,C0231230
C0027855,C0030552,C0235721
C0027855,C0030552,C0277794
C0027855,C0030552,C0392674
C0027855,C0030552,C0542239
C0027855,C0030552,C0542267
C0027855,C0030552,C2364135
C0027855,C0030552,C3714552
C0027855,C0220710,C0023380
C0027855,C0220710,C0036572
C0027855,C0220710,C0042963
C0027855,C0007758,C0520821
C0027855,C0007758,C0920435
C0027855,C0393593,C0013421
C0027855,C0393593,C0026821
C0027855,C0393593,C0013421
C0027855,C0393593,C0037763
C0027855,C0393593,C0151818
C0027855,C0393593,C0234952
C0027855,C0393593,C0795701
C0027855,C0042940,C0003564
C0027855,C0042940,C0497344
C0027855,C0152015,C0238774
C0027855,C0004158,C0015644
C0027855,C0004158,C0027066
C0027855,C0004158,C0037763
C0027855,C0004158,C0040822
C0027855,C0004158,C0233565
C0027855,C0004158,C0234363
C0027855,C0004158,C0240061
C0027855,C0004158,C0597925
C0027855,C0015464,C0857159
C0027855,C0149931,C0018681
C0027855,C0149931,C0018681
C0027855,C0149931,C0018681
C0027855,C0149931,C0027497
C0027855,C0149931,C0235068
C0027855,C0009952,C0036572
C0027855,C0013364,C0009806
C0027855,C0013364,C0011991
C0027855,C0549469,C0029089
C0027855,C0549469,C1457887
C0027855,C0008489,C0009024
C0027855,C0008489,C0015644
C0027855,C0008489,C0027066
C0027855,C0008489,C0037763
C0027855,C0008489,C0040822
C0027855,C0008489,C0159036
C0027855,C0014556,C0036572
C0027855,C0009088,C0018681
C0027855,C0026650,C0040822
C0027855,C0026650,C0004134
C0027855,C0026650,C1457887
C0027855,C0234972,C0490011
C0027855,C0234972,C0751494
C0027855,C0027765,C0231443
C0027855,C0027765,C0233769
C0027855,C0027765,C0037763
C0027855,C0027765,C0040485
C0027855,C0027765,C0042571
C0027855,C0027765,C0152116
C0027855,C0027765,C0231443
C0027855,C0027765,C0241057
C0027855,C0027765,C0277794
C0027855,C0027765,C0424790
C0027855,C0027765,C0549250
C0027855,C0027765,C0856864
C0027855,C0027765,C1457887
C0027855,C0242287,C0015644
C0027855,C0242287,C0026821
C0027855,C0242287,C0221170
C0027855,C0242287,C0684219
C0027855,C0242287,C0015644
C0027855,C0242287,C0026821
C0027855,C0270850,C4317123
C0027855,C0270850,C0036572
C0027855,C0270850,C0751056
C0027855,C0041105,C0343494
C0027855,C0028866,C0029089
C0027855,C0026848,C0026821
C0027855,C0026848,C0152116
C0027855,C0026848,C0231528
C0027855,C0009421,C2828177
C0027855,C0009421,C0920289
C0027855,C0234974,C0036572
C0027855,C0152027,C0034880
C0027855,C0152027,C0012766
C0027855,C0152027,C0679309
C0027855,C0154728,C0025287
C0027855,C1145628,C0039070
C0027855,C1145628,C0009806
C0027855,C1145628,C0011991
C0027855,C1145628,C0034886
C0027855,C1145628,C0232462
C0027855,C1145628,C0232726
C0027855,C1145628,C0235218
C0027855,C1145628,C0235234
C0027855,C1145628,C0235239
C0027855,C1145628,C0235240
C0027855,C1145628,C0238637
C0027855,C1849722,C0241705
C0027855,C1849722,C0749870
C0027855,C0242422,C2828177
C0027855,C0242422,C0040822
C0027855,C0242422,C1457887
C0027855,C0343239,C0159036
C0027855,C0013384,C0004134
C0027855,C0013384,C0233565
C0027855,C0013384,C0234355
C0027855,C1858726,C0004134
C0027855,C1858726,C0234132
C0027855,C0235074,C0235076
C0027855,C0014394,C0232847
C0027855,C0014394,C0232848
C0027855,C0002735,C0159036
C0027855,C0014553,C0235956
C0027855,C0034372,C0018991
C0027855,C0034372,C0151786
C0027855,C0392699,C0020453
C0027855,C0392699,C0037088
C0027855,C0392699,C2242552
C0027855,C0392699,C2364082
C0027855,C0392699,C2364111
C0027855,C0392699,C0085624
C0027855,C0392699,C0235044
C0027855,C0392699,C0241057
C0027855,C0159020,C0036572
C0027855,C0014548,C0751056
C0027855,C1969443,C0231528
C0027855,C1969443,C3714552
C0029087,C0015397,C0015411
C0029087,C0043349,C0314719
C0029087,C0002418,C0029844
C0029087,C0015423,C1142349
C0029087,C0013238,C0314719
C0029087,C0013238,C0314719
C0029087,C0009763,C0005858
C0029087,C0009763,C0235263
C0029087,C0009763,C0235267
C0029087,C0009763,C0423006
C0029087,C0022904,C0155227
C0029087,C0014236,C0034915
C0029087,C0155252,C0155227
C0029335,C0039496,C0178782
C0029335,C0039496,C0015468
C0029335,C0039496,C0015468
C0029335,C0039496,C0178782
C0029335,C0031099,C0023533
C0029335,C0031099,C0333274
C0029335,C0017563,C0018520
C0029450,C0037933,C0004604
C0029450,C0037933,C0004604
C0029450,C0037933,C0036396
C0029450,C0037933,C0699896
C0031098,C0553735,C0023533
C0031098,C0553735,C0333274
C0031098,C0031099,C0023533
C0031098,C0031099,C0333274
C0031330,C0152128,C0549263
C0032331,C0016510,C0001684
C0035452,C0006444,C0238860
C0035452,C0006444,C0238861
C0035452,C0265279,C0003862
C0035452,C0265279,C0476273
C0035452,C0016053,C0015672
C0035452,C0016053,C0150055
C0035452,C0016053,C0030193
C0035452,C0553642,C0150055
C0035452,C0035435,C0231528
C0042077,C0033575,C0242453
C0042077,C0005686,C0238774
C0042077,C2750804,C0424810
C0042077,C0042075,C0235632
C0042077,C0042075,C0235633
C0042077,C0042075,C1660797
C0042077,C0028734,C0016708
C0042077,C0042035,C0752303
C0042077,C0042035,C0159064
C0042077,C0042035,C0476293
C0042077,C0152015,C0238774
C0042077,C0236099,C0039591
C0042077,C0236099,C0235808
C0042077,C0236099,C0236078
C0042077,C0003460,C0476300
C0042077,C0042029,C0549299
C0042077,C0033581,C0242453
C0042077,C0014394,C0232847
C0042077,C0014394,C0232848
C0042077,C0242350,C0497487
C0042077,C0242350,C2187990
C0042077,C0156288,C0232894
C0080339,C0009663,C0343731
C0080339,C0275849,C0086525
C0080339,C0024141,C0036572
C0080339,C0600327,C0159051
C0080339,C0236100,C0033777
C0080339,C0236100,C0033778
C0080339,C0236100,C0042256
C0080339,C0236100,C0149741
C0080339,C0236100,C0235641
C0080339,C0236100,C0235642
C0080339,C0236100,C0235678
C0080339,C0236100,C0236080
C0080339,C0236100,C0236082
C0080339,C0236100,C0236083
C0080339,C0236100,C2607896
C0080339,C0153188,C0333422
C0080339,C0006145,C0149741
C0080339,C0039128,C0007939
C0080339,C0039128,C0333422
C0080339,C0235660,C0149741
C0080339,C0205858,C0086525
C0080339,C0013537,C0036572
C0080339,C0013537,C0036572
